Tag Code,Site First Name,First Antenna Group Name,First Date MMDDYYYY,Site Last Name,Last Antenna Group Name,Last Date MMDDYYYY,Release Date MMDDYYYY,Release Site Name,Mark Conditional Comments Value,Mark Conditional Comments Code,Mark Data Project Code Code,Mark Date MMDDYYYY,Mark Length mm,Mark Organization Name,Mark Organization Code,Mark Temperature C,Run Code,Run Name,Species Code,Species Name,ObsMain Count
3DD.003D36598F,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/31/2020,JO1 - John Day South Fish Ladder,WEIR 181,10/19/2020,8/31/2020,BONAFF - BON - Adult Fish Facility,"Descaled Greater than 20%, Adipose Fin Clip, Mature, Tagged as Adult, Returning Fish, Parasite",&gt;2 AD AT MT PA RF,OJD,8/31/2020,670,Oregon Dept. of Fish and Wildlife,ODFW,19.5,5,Unknown,3,Steelhead,1
3DD.003D365995,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/31/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Right Ladder Pool 68,10/9/2020,8/31/2020,BONAFF - BON - Adult Fish Facility,"Mature, Tagged as Adult, Adipose Fin Clip, Returning Fish, Descaled Between 11 and 20%",&lt;2 AD AT MT RF,OJD,8/31/2020,755,Oregon Dept. of Fish and Wildlife,ODFW,19.5,5,Unknown,3,Steelhead,1
3DD.003D365998,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/24/2020,TD1 - The Dalles East Fish Ladder,Counting Window,10/18/2020,8/24/2020,BONAFF - BON - Adult Fish Facility,"Mature, Adipose Fin Clip, Tagged as Adult, Parasite, Returning Fish, Descaled Less than 10 Percent",1&lt; AD AT MT PA RF,OJD,8/24/2020,535,Oregon Dept. of Fish and Wildlife,ODFW,20,5,Unknown,3,Steelhead,1
3DD.003D365999,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/25/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/25/2020,8/25/2020,BONAFF - BON - Adult Fish Facility,"Mature, Adipose Fin Clip, Tagged as Adult, Parasite, Returning Fish, Descaled Less than 10 Percent",1&lt; AD AT MT PA RF,OJD,8/25/2020,590,Oregon Dept. of Fish and Wildlife,ODFW,20,5,Unknown,3,Steelhead,1
3DD.003D36599B,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/31/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/8/2020,8/31/2020,BONAFF - BON - Adult Fish Facility,"Adipose Fin Clip, Descaled Less than 10 Percent, Returning Fish, Tagged as Adult, Mature",1&lt; AD AT MT RF,OJD,8/31/2020,825,Oregon Dept. of Fish and Wildlife,ODFW,19.5,5,Unknown,3,Steelhead,1
3DD.003D3659A1,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/25/2020,JO1 - John Day South Fish Ladder,WEIR 181,9/22/2020,8/25/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Tagged as Adult, Descaled Less than 10 Percent",1&lt; AT MT RF,OJD,8/25/2020,795,Oregon Dept. of Fish and Wildlife,ODFW,19,5,Unknown,3,Steelhead,1
3DD.003D3659A4,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/25/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/1/2020,8/25/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Mature, Parasite, Caudal Fin Damage, Returning Fish, Tagged as Adult, Adipose Fin Clip",1&lt; AD AT CA MT PA RF,OJD,8/25/2020,695,Oregon Dept. of Fish and Wildlife,ODFW,19,5,Unknown,3,Steelhead,1
3DD.003D3659A5,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/25/2020,TD1 - The Dalles East Fish Ladder,Counting Window,8/29/2020,8/25/2020,BONAFF - BON - Adult Fish Facility,"Tagged as Adult, Descaled Between 11 and 20%, Returning Fish, Parasite, Mature",&lt;2 AT MT PA RF,OJD,8/25/2020,565,Oregon Dept. of Fish and Wildlife,ODFW,19,5,Unknown,3,Steelhead,1
3DD.003D3659AA,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/25/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/25/2020,8/25/2020,BONAFF - BON - Adult Fish Facility,"Tagged as Adult, Descaled Less than 10 Percent, Adipose Fin Clip, Returning Fish, Mature, Cyst",1&lt; AD AT CY MT RF,OJD,8/25/2020,855,Oregon Dept. of Fish and Wildlife,ODFW,20,5,Unknown,3,Steelhead,1
3DD.003D3659AC,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/31/2020,MC1 - McNary Oregon Shore Ladder,COUNTING WINDOW,9/26/2020,8/31/2020,BONAFF - BON - Adult Fish Facility,"Tagged as Adult, Returning Fish, Mature, Parasite, Descaled Between 11 and 20%, Adipose Fin Clip",&lt;2 AD AT MT PA RF,OJD,8/31/2020,655,Oregon Dept. of Fish and Wildlife,ODFW,19.5,5,Unknown,3,Steelhead,1
3DD.003D3659B1,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/4/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/4/2020,8/4/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/4/2020,755,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3659B2,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/4/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/29/2020,8/4/2020,BONAFF - BON - Adult Fish Facility,"Fungus, Mature, Returning Fish",FU MT RF,JKF,8/4/2020,630,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3659B4,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/5/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/5/2020,660,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659B5,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/8/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/5/2020,680,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659B6,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/6/2020,JO1 - John Day South Fish Ladder,WEIR 181,9/24/2020,8/6/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/6/2020,725,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3659B7,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/6/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/29/2020,8/6/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/6/2020,670,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3659B8,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 53,8/6/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Left Ladder Pool 68,10/2/2020,8/6/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,8/6/2020,530,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3659B9,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,JO1 - John Day South Fish Ladder,WEIR 181,9/17/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Mature, Returning Fish",1&lt; MT RF,JKF,8/5/2020,680,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659BA,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/4/2020,TD1 - The Dalles East Fish Ladder,Counting Window,8/6/2020,8/4/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Mature, Returning Fish",1&lt; MT RF,JKF,8/4/2020,575,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3659BB,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 54,8/5/2020,PRO - Prosser Diversion Dam Combined,MIDDLE LDR COUNTING WINDOW,10/13/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/5/2020,595,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659BC,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,MC1 - McNary Oregon Shore Ladder,COUNTING WINDOW,9/24/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/5/2020,650,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659BE,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,RRF - Rocky Reach Fishway,Trap,10/10/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Fungus, Descaled Less than 10 Percent",1&lt; FU MT RF,JKF,8/5/2020,755,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659BF,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/6/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/6/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/5/2020,585,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659C1,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/4/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/15/2020,8/4/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/4/2020,705,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3659C2,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/6/2020,MC2 - McNary Washington Shore Ladder,COUNTING WINDOW,10/22/2020,8/6/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,8/6/2020,710,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3659C7,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 37,8/4/2020,TD1 - The Dalles East Fish Ladder,Counting Window,9/21/2020,8/4/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/4/2020,785,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3659C8,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/5/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/5/2020,735,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659C9,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 37,8/5/2020,TD1 - The Dalles East Fish Ladder,Counting Window,8/11/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/5/2020,665,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659CA,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/17/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,8/5/2020,655,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659CC,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/5/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/25/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/5/2020,700,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659CD,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/5/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,8/5/2020,790,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659CE,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/5/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Returning Fish, Mature, Adipose Fin Clip, Right Ventral Fin Clip",1&lt; AD MT RF RV,JKF,8/5/2020,640,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659CF,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/6/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/5/2020,545,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659D0,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 53,8/5/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/21/2020,8/4/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Mature, Returning Fish",1&lt; MT RF,JKF,8/4/2020,695,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3659D1,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/20/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip, Fungus",AD FU MT RF,JKF,8/5/2020,625,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659D3,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Left Ladder Pool 68,9/3/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/5/2020,760,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659D4,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/6/2020,GRA - Lower Granite Dam Adult,Ladder Exit,8/26/2020,8/6/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/6/2020,735,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3659D5,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Right Ladder Pool 68,9/14/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Descaled Greater than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&gt; AD MT RF,JKF,8/5/2020,685,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659D8,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/6/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Left Ladder Pool 68,9/11/2020,8/6/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,8/6/2020,515,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3659D9,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/5/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Mature, Returning Fish",1&lt; MT RF,JKF,8/5/2020,610,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659DB,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/4/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/22/2020,8/4/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/4/2020,670,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3659DC,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/4/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/4/2020,8/4/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/4/2020,555,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3659DD,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 37,8/5/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/7/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/5/2020,675,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659DE,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/4/2020,JO1 - John Day South Fish Ladder,WEIR 181,9/19/2020,8/4/2020,BONAFF - BON - Adult Fish Facility,"Descaled Greater than 20%, Mature, Returning Fish",&gt;2 MT RF,JKF,8/4/2020,680,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3659DF,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Left Ladder Pool 68,8/23/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Cyst, Mature, Returning Fish",1&lt; CY MT RF,JKF,8/5/2020,700,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659E0,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/6/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/20/2020,8/6/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/6/2020,580,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3659E1,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/9/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Descaled Greater than 20%, Mature, Returning Fish",&gt;2 MT RF,JKF,8/5/2020,805,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659E2,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,RIA - Rock Island Adult,Right Ladder Exit Channel,9/18/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/5/2020,705,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659E3,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/22/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/5/2020,765,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659E4,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/6/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/30/2020,8/6/2020,BONAFF - BON - Adult Fish Facility,"Adipose Fin Clip, Mature, Parasite, Returning Fish",AD MT PA RF,JKF,8/6/2020,520,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3659E6,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/24/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Fungus, Returning Fish, Mature, Descaled Greater than 10 Percent, Adipose Fin Clip",1&gt; AD FU MT RF,JKF,8/5/2020,570,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659E7,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 37,8/6/2020,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 37,8/6/2020,8/6/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/6/2020,645,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3659E8,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 53,8/6/2020,GRA - Lower Granite Dam Adult,Ladder Exit,10/4/2020,8/6/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/6/2020,705,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3659E9,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 55,8/5/2020,"WEA - Wells Dam, DCPUD Adult Ladders",Left Ladder Pool 68,8/23/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,8/5/2020,535,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659EA,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,TD1 - The Dalles East Fish Ladder,Counting Window,8/7/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Descaled Greater than 20%, Mature, Returning Fish",&gt;2 MT RF,JKF,8/5/2020,635,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659EB,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/5/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Descaled Between 11 and 20%, Returning Fish, Mature",&lt;2 MT RF,JKF,8/5/2020,510,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659ED,BO4 - Bonneville WA Ladder Slots,VERTICAL SLOT DETECTORS,8/6/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/13/2020,8/6/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Adipose Fin Clip",AD MT RF,JKF,8/6/2020,670,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3659EF,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,TD2 - The Dalles North Fish Ladder,Counting Window,8/8/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature",MT RF,JKF,8/5/2020,515,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659F1,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/4/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/13/2020,8/4/2020,BONAFF - BON - Adult Fish Facility,"Descaled Between 11 and 20%, Returning Fish, Mature",&lt;2 MT RF,JKF,8/4/2020,525,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3659F2,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/4/2020,TD2 - The Dalles North Fish Ladder,Counting Window,8/8/2020,8/4/2020,BONAFF - BON - Adult Fish Facility,"Descaled Between 11 and 20%, Adipose Fin Clip, Returning Fish, Mature",&lt;2 AD MT RF,JKF,8/4/2020,545,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3659F5,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/4/2020,GRA - Lower Granite Dam Adult,Ladder Exit,8/31/2020,8/4/2020,BONAFF - BON - Adult Fish Facility,"Descaled Between 11 and 20%, Adipose Fin Clip, Returning Fish, Mature",&lt;2 AD MT RF,JKF,8/4/2020,545,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3659F6,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/6/2020,MC2 - McNary Washington Shore Ladder,COUNTING WINDOW,8/22/2020,8/6/2020,BONAFF - BON - Adult Fish Facility,"Parasite, Mature, Returning Fish",MT PA RF,JKF,8/6/2020,680,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3659F7,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 53,8/6/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/19/2020,8/6/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Adipose Fin Clip, Mature, Returning Fish",1&lt; AD MT RF,JKF,8/6/2020,635,Columbia River Inter-Tribal Fish Commission,CRITFC,20.8,5,Unknown,3,Steelhead,1
3DD.003D3659F8,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/5/2020,GRA - Lower Granite Dam Adult,Ladder Exit,9/17/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Returning Fish, Mature, Fungus, Descaled Less than 10 Percent",1&lt; FU MT RF,JKF,8/5/2020,715,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
3DD.003D3659F9,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 52,8/4/2020,TD1 - The Dalles East Fish Ladder,Counting Window,8/6/2020,8/4/2020,BONAFF - BON - Adult Fish Facility,"Fungus, Mature, Returning Fish",FU MT RF,JKF,8/4/2020,700,Columbia River Inter-Tribal Fish Commission,CRITFC,20.9,5,Unknown,3,Steelhead,1
3DD.003D3659FA,BO3 - Bonneville WA Shore Ladder/AFF,WEIR 37,8/5/2020,JO2 - John Day North Fish Ladder,WEIR 247,10/11/2020,8/5/2020,BONAFF - BON - Adult Fish Facility,"Descaled Less than 10 Percent, Mature, Returning Fish",1&lt; MT RF,JKF,8/5/2020,655,Columbia River Inter-Tribal Fish Commission,CRITFC,21.3,5,Unknown,3,Steelhead,1
